numero_processo,classe,assunto,formato,data_ajuizamento,data_ultimo_movimento,ultima_atualizacao,nome_ultimo_movimento,codigo,orgao_julgador
00003813020188260599,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2018-04-19 06:53:06-03:00,2021-07-28 06:37:28-03:00,2024-07-31 03:30:38.673000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003796020188260599,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-04-19 06:47:35-03:00,2019-04-02 09:17:54-03:00,2023-08-29 15:58:56.813000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00003779020188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-19 06:47:06-03:00,2024-04-24 09:45:15-03:00,2024-07-31 03:30:24.420000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003743820188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-18 07:15:26-03:00,2019-06-26 11:25:31-03:00,2023-08-29 15:58:56.776000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00003709820188260599,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-04-17 06:29:21-03:00,2022-11-08 12:57:38-03:00,2024-07-31 03:29:48.304000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00057696720188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-04-16 15:08:11-03:00,2021-01-12 11:26:30-03:00,2024-08-01 01:06:14.085000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00057401720188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-04-16 12:15:03-03:00,2019-07-26 14:30:07-03:00,2023-08-29 13:42:11.309000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00003674620188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-16 06:58:07-03:00,2023-05-03 07:33:12-03:00,2024-07-31 03:29:38.814000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00056622320188260451,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-04-15 06:37:32-03:00,2022-11-28 00:03:15-03:00,2024-07-31 18:47:34.907000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
00056561620188260451,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-04-14 08:38:18-03:00,2024-07-15 13:56:55-03:00,2024-07-31 18:47:22.880000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00056215620188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-04-13 11:04:59-03:00,2019-07-26 14:30:07-03:00,2023-08-29 13:42:11.200000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00003553220188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-13 06:23:40-03:00,2019-04-29 11:57:32-03:00,2023-08-29 15:58:56.719000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00003492520188260599,Ação Penal - Procedimento Ordinário,Resistência ,Eletrônico,2018-04-12 06:21:19-03:00,2021-07-28 06:10:01-03:00,2024-07-31 03:29:24.297000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00054925120188260451,Ação Penal - Procedimento Ordinário,Adulteração de Sinal Identificador de Veículo Automotor,Eletrônico,2018-04-11 12:11:21-03:00,2021-12-06 11:25:43-03:00,2024-08-01 05:12:53.187000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00003440320188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-11 06:50:32-03:00,2019-05-13 15:40:31-03:00,2023-08-29 15:58:56.660000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00003423320188260599,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,Eletrônico,2018-04-10 06:49:31-03:00,2020-12-02 19:40:26-03:00,2024-07-31 03:29:14.794000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00052335620188260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-04-06 13:18:47-03:00,2021-06-14 06:25:25-03:00,2024-07-30 23:47:19.377000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003293420188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-06 06:28:40-03:00,2024-05-06 06:49:13-03:00,2024-07-31 06:27:15.004000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00051616920188260451,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-04-05 08:38:21-03:00,2022-07-04 07:21:11-03:00,2024-07-31 19:08:35.074000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00049876020188260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-04-02 10:39:00-03:00,2022-05-10 06:11:30-03:00,2024-08-01 02:28:45.360000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00049840820188260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-04-02 09:44:00-03:00,2021-01-22 06:07:36-03:00,2024-08-01 02:28:01.712000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003163520188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-04-02 07:03:33-03:00,2024-07-03 13:53:02-03:00,2024-07-31 06:26:55.975000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003155020188260599,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-04-02 06:48:46-03:00,2024-07-17 13:00:01-03:00,2024-07-31 06:26:53.384000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00048931520188260451,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2018-03-28 09:59:44-03:00,2021-01-25 15:22:27-03:00,2024-07-30 23:59:20.784000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00003102820188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-28 06:27:01-03:00,2019-07-04 14:45:28-03:00,2023-08-29 15:58:56.577000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003094320188260599,Ação Penal - Procedimento Ordinário,Ameaça ,Eletrônico,2018-03-27 06:27:28-03:00,2019-03-11 08:06:20-03:00,2023-08-29 15:58:56.556000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00047234320188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-26 07:41:45-03:00,2020-10-21 12:52:23-03:00,2024-08-01 03:19:43.113000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00047112920188260451,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2018-03-25 09:09:48-03:00,2024-03-06 07:47:53-03:00,2024-08-01 03:19:07.395000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003025120188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-25 06:59:33-03:00,2022-07-12 06:00:59-03:00,2024-07-31 06:26:31.214000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00047009720188260451,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,Eletrônico,2018-03-24 09:51:19-03:00,2024-04-25 01:01:28-03:00,2024-08-01 03:18:51.097000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00046913820188260451,Ação Penal - Procedimento Ordinário,Estelionato,Eletrônico,2018-03-24 09:11:09-03:00,2024-05-08 06:32:59-03:00,2024-08-01 03:18:20.076000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00046524120188260451,Ação Penal - Procedimento Ordinário,Leve,Eletrônico,2018-03-23 14:06:11-03:00,2022-07-13 19:47:37-03:00,2024-07-31 00:46:33.021000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00005126420188260062,Carta Precatória Criminal,Jurisdição e Competência,Eletrônico,2018-03-23 13:40:58-03:00,2020-10-29 11:56:04-03:00,2024-07-30 16:25:00.039000-03:00,Mandado,10065,01 CRIMINAL DE PIRACICABA
00046272820188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-23 11:19:29-03:00,2019-07-26 14:30:05-03:00,2023-08-29 13:41:33.032000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00002938920188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-23 06:28:54-03:00,2019-05-21 08:19:36-03:00,2023-08-29 15:58:58.083000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00045926820188260451,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-03-22 14:35:42-03:00,2018-10-22 13:07:29-03:00,2023-08-29 13:41:31.479000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00045701020188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-22 13:53:41-03:00,2019-07-26 14:30:04-03:00,2023-08-29 13:41:31.427000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00002878220188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-21 06:11:44-03:00,2023-06-23 12:58:43-03:00,2024-07-31 06:26:18.833000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00041284420188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-19 10:58:24-03:00,2019-07-26 14:30:04-03:00,2023-08-29 13:41:28.505000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00002782320188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-19 07:14:58-03:00,2024-07-04 13:14:22-03:00,2024-07-31 06:25:49.183000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00002713120188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-18 06:24:27-03:00,2020-01-13 08:46:08-03:00,2024-07-31 06:25:43.816000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00040911720188260451,Ação Penal - Procedimento Ordinário,Leve,Eletrônico,2018-03-17 09:46:52-03:00,2021-12-14 11:52:51-03:00,2024-07-31 19:55:26.242000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00040851020188260451,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,Eletrônico,2018-03-17 09:22:51-03:00,2020-10-10 20:24:00-03:00,2024-07-31 19:55:25.689000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00040002420188260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-03-16 09:22:18-03:00,2023-09-12 13:09:57-03:00,2024-07-31 23:11:55.860000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00039560520188260451,Ação Penal - Procedimento Ordinário,Roubo Majorado,Eletrônico,2018-03-15 14:35:33-03:00,2020-12-04 20:27:57-03:00,2024-08-01 02:26:29.741000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00039032420188260451,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,Eletrônico,2018-03-15 09:32:37-03:00,2021-04-09 07:45:21-03:00,2024-08-01 02:25:22.281000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00038131620188260451,Carta Precatória Criminal,Jurisdição e Competência,Eletrônico,2018-03-14 11:15:15-03:00,2020-01-17 13:14:06-03:00,2024-07-30 23:40:12.602000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00002626920188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-03-14 06:23:21-03:00,2019-07-10 13:17:43-03:00,2023-08-29 15:58:58.001000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00037456620188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-13 13:13:03-03:00,2019-07-26 14:30:03-03:00,2023-08-29 13:41:26.638000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00002583220188260599,Procedimento Especial da Lei Antitóxicos,Resistência ,Eletrônico,2018-03-13 06:21:27-03:00,2024-01-09 13:00:58-03:00,2024-07-20 03:09:21.229000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00036650520188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-12 12:40:57-03:00,2019-07-26 14:30:03-03:00,2023-08-29 13:41:25.627000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00036313020188260451,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-03-12 08:43:27-03:00,2019-09-12 13:49:15-03:00,2023-08-29 13:42:46.751000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00036001020188260451,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-03-11 08:16:31-03:00,2022-11-23 09:47:03-03:00,2024-07-31 00:42:15.414000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00035351520188260451,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,Eletrônico,2018-03-09 12:23:41-03:00,2024-07-01 09:53:14-03:00,2024-07-31 00:40:14.484000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00035317520188260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-03-09 12:17:57-03:00,2022-06-09 07:08:07-03:00,2024-07-31 00:40:10.610000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00035248320188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-03-09 12:00:38-03:00,2019-07-26 14:30:03-03:00,2023-08-29 13:42:46.574000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00002497020188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-09 06:46:57-03:00,2023-03-09 10:56:53-03:00,2024-07-20 03:09:15.830000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00034607320188260451,Ação Penal - Procedimento Ordinário,Leve,Eletrônico,2018-03-08 14:08:16-03:00,2022-11-30 12:29:34-03:00,2024-07-31 05:45:02.705000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00034061020188260451,Ação Penal - Procedimento Ordinário,Ameaça ,Eletrônico,2018-03-08 07:28:22-03:00,2022-03-30 11:47:11-03:00,2024-07-31 05:44:05.823000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00002470320188260599,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-03-08 06:22:37-03:00,2022-07-19 10:49:01-03:00,2024-07-31 04:42:24.904000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00033628820188260451,Carta Precatória Criminal,Jurisdição e Competência,Eletrônico,2018-03-07 13:18:35-03:00,2020-09-10 11:08:58-03:00,2024-07-31 18:59:46.198000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00002436320188260599,Ação Penal - Procedimento Ordinário,Roubo Majorado,Eletrônico,2018-03-07 06:44:40-03:00,2020-12-08 19:54:46-03:00,2024-07-31 04:42:17.205000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00002427820188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-03-07 06:44:17-03:00,2018-07-25 12:53:00-03:00,2023-08-29 15:58:57.891000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00030389820188260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-03-05 07:23:04-03:00,2021-12-16 13:44:36-03:00,2024-07-31 00:12:50.708000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00029990420188260451,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2018-03-02 14:25:23-03:00,2019-07-31 12:18:38-03:00,2023-08-29 13:42:45.698000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00029150320188260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2018-03-01 13:55:02-03:00,2022-05-19 11:56:00-03:00,2024-07-31 21:08:27.866000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00002254220188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-02-27 06:27:35-03:00,2022-10-13 08:00:01-03:00,2024-07-31 04:41:36.681000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00002185020188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-26 07:03:09-03:00,2023-11-19 23:26:12-03:00,2024-07-31 04:40:59.425000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00025720720188260451,Ação Penal - Procedimento Ordinário,Estelionato,Eletrônico,2018-02-23 13:09:08-03:00,2024-05-02 22:18:14-03:00,2024-07-30 23:38:48.205000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
00025513120188260451,Ação Penal - Procedimento Ordinário,Estelionato,Eletrônico,2018-02-23 12:00:25-03:00,2024-05-09 23:22:29-03:00,2024-07-30 23:38:12.274000-03:00,Publicação,10065,01 CRIMINAL DE PIRACICABA
00002124320188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-22 06:18:05-03:00,2022-10-24 12:14:59-03:00,2024-07-31 04:40:57.491000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00022508420188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-02-20 13:11:36-03:00,2019-07-26 14:30:00-03:00,2023-08-29 13:41:45.617000-03:00,Recebimento,10065,01 CRIMINAL DE PIRACICABA
00022274120188260451,Carta Precatória Criminal,Objetos de cartas precatórias cíveis/de ordem,Eletrônico,2018-02-20 12:06:37-03:00,2021-03-19 07:03:54-03:00,2024-07-31 21:51:58.246000-03:00,Remessa,10065,01 CRIMINAL DE PIRACICABA
00002046620188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-19 06:16:41-03:00,2024-02-23 13:09:56-03:00,2024-07-20 03:08:33.244000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00001977420188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-16 07:59:09-02:00,2019-02-27 07:28:00-03:00,2023-08-29 15:58:57.757000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00018982920188260451,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2018-02-15 09:09:18-02:00,2023-11-10 17:17:24-03:00,2024-07-30 23:53:17.294000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00001950720188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-15 07:27:57-02:00,2019-05-22 09:55:27-03:00,2023-08-29 15:58:57.744000-03:00,Petição,10065,01 CRIMINAL DE PIRACICABA
00018446320188260451,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2018-02-14 12:21:08-02:00,2021-04-29 10:21:50-03:00,2024-07-30 23:41:33.386000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00001925220188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-02-14 11:31:15-02:00,2022-10-14 08:43:55-03:00,2024-07-31 04:40:18.785000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00018178020188260451,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,Eletrônico,2018-02-14 06:11:32-02:00,2022-11-30 12:39:16-03:00,2024-07-30 23:41:02.498000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00017891520188260451,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-02-09 15:07:03-02:00,2019-05-09 14:13:58-03:00,2023-08-29 13:41:36.399000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00001873020188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-02-09 07:18:15-02:00,2024-04-27 02:03:12-03:00,2024-07-31 04:40:17.439000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00001847520188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-08 07:25:28-02:00,2023-07-12 08:36:20-03:00,2024-07-31 04:40:10.313000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00001786820188260599,Ação Penal - Procedimento Ordinário,Estelionato,Eletrônico,2018-02-07 07:48:30-02:00,2023-03-07 10:09:51-03:00,2024-07-31 04:35:59.776000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00001726120188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-02-06 07:24:04-02:00,2019-12-16 12:57:08-03:00,2023-08-29 15:58:57.644000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00014895320188260451,Ação Penal - Procedimento Sumaríssimo,Contravenções Penais,Eletrônico,2018-02-05 12:54:36-02:00,2024-07-04 13:38:34-03:00,2024-07-31 00:11:31.823000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00001717620188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-02-05 07:55:55-02:00,2021-05-20 20:03:53-03:00,2024-07-31 04:35:52.617000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00001491820188260599,Procedimento Especial da Lei Antitóxicos,Roubo ,Eletrônico,2018-02-01 07:24:00-02:00,2021-02-01 18:42:50-03:00,2024-07-31 04:35:16.676000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00001457820188260599,Ação Penal - Procedimento Ordinário,Crimes do Sistema Nacional de Armas,Eletrônico,2018-01-30 07:42:19-02:00,2022-03-25 10:08:37-03:00,2024-07-31 04:35:14.126000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00001449320188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-01-30 07:39:36-02:00,2020-11-22 10:50:45-03:00,2024-07-31 04:35:12.595000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00001422620188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-01-29 07:40:07-02:00,2023-03-07 13:21:49-03:00,2024-07-20 03:07:19.450000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00010478720188260451,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,Eletrônico,2018-01-26 14:26:14-02:00,2022-04-12 12:06:37-03:00,2024-08-01 02:42:05.492000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00010418020188260451,Ação Penal - Procedimento Ordinário,Falso testemunho ou falsa perícia ,Eletrônico,2018-01-26 14:11:55-02:00,2019-06-27 13:36:45-03:00,2023-08-29 13:42:01.824000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00001275720188260599,Ação Penal - Procedimento Ordinário,Roubo ,Eletrônico,2018-01-26 07:19:14-02:00,2018-07-02 15:46:48-03:00,2023-08-29 15:58:57.587000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00007282220188260451,Procedimento Especial da Lei Antitóxicos,Posse de Drogas para Consumo Pessoal,Eletrônico,2018-01-22 14:11:31-02:00,2023-04-03 10:28:54-03:00,2024-07-31 20:41:10.381000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
10006909020188260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-01-22 12:51:41-02:00,2023-03-31 11:54:18-03:00,2024-07-31 00:22:06.946000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00001076620188260599,Ação Penal - Procedimento Ordinário,Receptação,Eletrônico,2018-01-22 08:25:32-02:00,2018-10-23 08:43:40-03:00,2023-08-29 15:58:57.523000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00001059620188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-01-22 08:04:25-02:00,2021-01-18 13:23:14-03:00,2024-07-31 04:33:33.105000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00000998920188260599,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-01-19 08:20:00-02:00,2021-12-01 14:09:51-03:00,2024-07-31 04:27:11.611000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00005853320188260451,Ação Penal - Procedimento Ordinário,Furto Qualificado ,Eletrônico,2018-01-18 14:03:06-02:00,2022-05-16 06:05:34-03:00,2024-07-30 23:56:00.619000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00005731920188260451,Ação Penal - Procedimento Ordinário,Ameaça ,Eletrônico,2018-01-18 13:33:47-02:00,2021-04-19 06:59:28-03:00,2024-07-30 23:55:35-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00000929720188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-01-18 07:23:23-02:00,2018-11-22 15:48:02-02:00,2023-08-29 15:58:57.455000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00000894520188260599,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2018-01-17 07:35:28-02:00,2024-03-12 13:02:04-03:00,2024-07-20 03:01:29.012000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00000850820188260599,Ação Penal - Procedimento Ordinário,Roubo Majorado,Eletrônico,2018-01-17 07:34:32-02:00,2018-05-24 08:04:53-03:00,2023-08-29 15:58:57.399000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00004719420188260451,Ação Penal - Procedimento Ordinário,Ameaça ,Eletrônico,2018-01-16 15:32:07-02:00,2023-06-19 10:19:29-03:00,2024-07-30 23:54:08.215000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00004095420188260451,Ação Penal - Procedimento Sumaríssimo,Desacato ,Eletrônico,2018-01-15 12:17:58-02:00,2023-02-07 12:15:48-03:00,2024-07-31 00:38:54.070000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00000781620188260599,Procedimento Especial da Lei Antitóxicos,Resistência ,Eletrônico,2018-01-15 07:51:14-02:00,2018-08-28 13:01:48-03:00,2023-08-29 15:58:57.384000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00000756120188260599,Ação Penal - Procedimento Ordinário,Ameaça ,Eletrônico,2018-01-15 07:31:43-02:00,2023-08-25 07:05:55-03:00,2024-07-20 03:01:00.814000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00003757920188260451,Ação Penal - Procedimento Ordinário,Injúria,Eletrônico,2018-01-14 10:30:15-02:00,2022-10-19 06:15:49-03:00,2024-07-31 00:38:12.886000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
